pkuid,cod_rip,cod_reg,cod_prov,cod_cm,cod_uts,pro_com,pro_com_t,comune,comune_a,cc_uts,shape_leng,shape_area,den_cm,den_prov,den_reg,den_rip,den_uts,ontopia,sigla,tipo_uts
3285,2,5,026,0,26,26091,26091,Villorba,,0,29778.891536,30381946.6954,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026091,TV,Provincia
3286,2,5,026,0,26,26092,26092,Vittorio Veneto,,0,51764.0677125,83042531.1903,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026092,TV,Provincia
3287,2,5,026,0,26,26093,26093,Volpago del Montello,,0,32832.4426464,44695883.5468,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026093,TV,Provincia
3288,2,5,026,0,26,26094,26094,Zenson di Piave,,0,13680.4480306,9323113.49553,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026094,TV,Provincia
3289,2,5,026,0,26,26095,26095,Zero Branco,,0,31648.9793179,26201856.5575,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026095,TV,Provincia
3290,2,5,026,0,26,26096,26096,Pieve del Grappa,,0,30746.690066,37392869.9456,-,Treviso,Veneto,Nord-est,Treviso,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/026096,TV,Provincia
3291,2,5,027,227,227,27001,27001,Annone Veneto,,0,33063.4370563,26394838.5675,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027001,VE,Città metropolitana
3292,2,5,027,227,227,27002,27002,Campagna Lupia,,0,45641.0622921,87667877.6423,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027002,VE,Città metropolitana
3293,2,5,027,227,227,27003,27003,Campolongo Maggiore,,0,24241.5856737,23684594.4788,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027003,VE,Città metropolitana
3294,2,5,027,227,227,27004,27004,Camponogara,,0,21492.2449555,21307413.9799,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027004,VE,Città metropolitana
3295,2,5,027,227,227,27005,27005,Caorle,,0,98424.0339711,153799642499,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027005,VE,Città metropolitana
3296,2,5,027,227,227,27006,27006,Cavarzere,,0,66277.8750333,139998745333,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027006,VE,Città metropolitana
3297,2,5,027,227,227,27007,27007,Ceggia,,0,20243.1993979,22432304.9819,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027007,VE,Città metropolitana
3298,2,5,027,227,227,27008,27008,Chioggia,,0,82176.1224898,188337332283,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027008,VE,Città metropolitana
3299,2,5,027,227,227,27009,27009,Cinto Caomaggiore,,0,22721.3927914,21474086.9678,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027009,VE,Città metropolitana
3300,2,5,027,227,227,27010,27010,Cona,,0,40069.5736221,65452419.8763,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027010,VE,Città metropolitana
3301,2,5,027,227,227,27011,27011,Concordia Sagittaria,,0,40798.7067028,67223032.6803,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027011,VE,Città metropolitana
3302,2,5,027,227,227,27012,27012,Dolo,,0,28802.6029192,24346185.6639,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027012,VE,Città metropolitana
3303,2,5,027,227,227,27013,27013,Eraclea,,0,50041.7513672,95759193.1474,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027013,VE,Città metropolitana
3304,2,5,027,227,227,27014,27014,Fiesso d'Artico,,0,11880.0825962,6583905.18001,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027014,VE,Città metropolitana
3305,2,5,027,227,227,27015,27015,Fossalta di Piave,,0,17202.680747,9828474.23701,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027015,VE,Città metropolitana
3306,2,5,027,227,227,27016,27016,Fossalta di Portogruaro,,0,38641.5152888,30877653577,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027016,VE,Città metropolitana
3307,2,5,027,227,227,27017,27017,Fossò,,0,14543.5880142,10141054.9755,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027017,VE,Città metropolitana
3308,2,5,027,227,227,27018,27018,Gruaro,,0,21769.6606025,17502726.0879,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027018,VE,Città metropolitana
3309,2,5,027,227,227,27019,27019,Jesolo,,0,55183.7768339,97022920.1228,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027019,VE,Città metropolitana
3310,2,5,027,227,227,27020,27020,Marcon,,0,25603.1530149,26036818.6579,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027020,VE,Città metropolitana
3311,2,5,027,227,227,27021,27021,Martellago,,0,29403.5350215,20052974734,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027021,VE,Città metropolitana
3312,2,5,027,227,227,27022,27022,Meolo,,0,22760.26553,26647157.4903,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027022,VE,Città metropolitana
3313,2,5,027,227,227,27023,27023,Mira,,0,52118.4560785,98811532.9712,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027023,VE,Città metropolitana
3314,2,5,027,227,227,27024,27024,Mirano,,0,32081.3318454,45808087.3,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027024,VE,Città metropolitana
3315,2,5,027,227,227,27025,27025,Musile di Piave,,0,42031.9148624,45121351808,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027025,VE,Città metropolitana
3316,2,5,027,227,227,27026,27026,Noale,,0,21758.7404987,24829560.6865,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027026,VE,Città metropolitana
3317,2,5,027,227,227,27027,27027,Noventa di Piave,,0,27845.9948327,18019882.6355,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027027,VE,Città metropolitana
3318,2,5,027,227,227,27028,27028,Pianiga,,0,30124.3907362,19988244.8337,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027028,VE,Città metropolitana
3319,2,5,027,227,227,27029,27029,Portogruaro,,0,75138.5648652,102552645661,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027029,VE,Città metropolitana
3320,2,5,027,227,227,27030,27030,Pramaggiore,,0,27839.1895344,24271579237,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027030,VE,Città metropolitana
3321,2,5,027,227,227,27031,27031,Quarto d'Altino,,0,36558.8889772,28225535.1414,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027031,VE,Città metropolitana
3322,2,5,027,227,227,27032,27032,Salzano,,0,18715.3379355,17303139.3501,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027032,VE,Città metropolitana
3323,2,5,027,227,227,27033,27033,San Donà di Piave,,0,57254.2342221,78272815.4458,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027033,VE,Città metropolitana
3324,2,5,027,227,227,27034,27034,San Michele al Tagliamento,,0,83715.300118,115192219475,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027034,VE,Città metropolitana
3325,2,5,027,227,227,27035,27035,Santa Maria di Sala,,0,30047.0088298,27902929.4935,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027035,VE,Città metropolitana
3326,2,5,027,227,227,27036,27036,San Stino di Livenza,,0,79401.005895,68057780.9122,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027036,VE,Città metropolitana
3327,2,5,027,227,227,27037,27037,Scorzè,,0,39551.9780427,33604682.3371,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027037,VE,Città metropolitana
3328,2,5,027,227,227,27038,27038,Spinea,,0,18867.3232964,14780496.9884,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027038,VE,Città metropolitana
3329,2,5,027,227,227,27039,27039,Stra,,0,19044.2959229,8975192296,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027039,VE,Città metropolitana
3330,2,5,027,227,227,27040,27040,Teglio Veneto,,0,17945.4868983,11415137.7211,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027040,VE,Città metropolitana
3331,2,5,027,227,227,27041,27041,Torre di Mosto,,0,42216.3704312,37990699.5659,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027041,VE,Città metropolitana
3332,2,5,027,227,227,27042,27042,Venezia,,1,149924.616338,418555078436,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027042,VE,Città metropolitana
3333,2,5,027,227,227,27043,27043,Vigonovo,,0,17575.9418894,12942634.8541,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027043,VE,Città metropolitana
3334,2,5,027,227,227,27044,27044,Cavallino-Treporti,,0,36147.8202196,45180292.2155,Venezia,-,Veneto,Nord-est,Venezia,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/027044,VE,Città metropolitana
3335,2,5,028,0,28,28001,28001,Abano Terme,,0,20917.5862922,21308151.5371,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028001,PD,Provincia
3336,2,5,028,0,28,28002,28002,Agna,,0,25296.0439053,18821728.3108,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028002,PD,Provincia
3337,2,5,028,0,28,28003,28003,Albignasego,,0,24151.3291062,21292444.4645,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028003,PD,Provincia
3338,2,5,028,0,28,28004,28004,Anguillara Veneta,,0,29315.4763606,21696590.7461,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028004,PD,Provincia
3339,2,5,028,0,28,28005,28005,Arquà Petrarca,,0,14227.1018154,12822891.0625,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028005,PD,Provincia
3340,2,5,028,0,28,28006,28006,Arre,,0,15901.5949746,12490731.8921,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028006,PD,Provincia
3341,2,5,028,0,28,28007,28007,Arzergrande,,0,14874.9441299,13702752.0629,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028007,PD,Provincia
3342,2,5,028,0,28,28008,28008,Bagnoli di Sopra,,0,25478.8334392,34794448.8265,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028008,PD,Provincia
3343,2,5,028,0,28,28009,28009,Baone,,0,25649.8669311,24368712.9053,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028009,PD,Provincia
3344,2,5,028,0,28,28010,28010,Barbona,,0,15106.2254144,8931997.09187,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028010,PD,Provincia
3345,2,5,028,0,28,28011,28011,Battaglia Terme,,0,12542.286681,6182416.2785,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028011,PD,Provincia
3346,2,5,028,0,28,28012,28012,Boara Pisani,,0,19311.0296018,16858494.9517,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028012,PD,Provincia
3347,2,5,028,0,28,28013,28013,Borgoricco,,0,22361.3932046,20559791.9976,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028013,PD,Provincia
3348,2,5,028,0,28,28014,28014,Bovolenta,,0,25171.2642406,22717449.7427,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028014,PD,Provincia
3349,2,5,028,0,28,28015,28015,Brugine,,0,19930.1511554,19792522.0912,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028015,PD,Provincia
3350,2,5,028,0,28,28016,28016,Cadoneghe,,0,17595.2349954,12857544.44,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028016,PD,Provincia
3351,2,5,028,0,28,28017,28017,Campodarsego,,0,25389.4086256,25851227.4577,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028017,PD,Provincia
3352,2,5,028,0,28,28018,28018,Campodoro,,0,15485.0742085,11301761.4236,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028018,PD,Provincia
3353,2,5,028,0,28,28019,28019,Camposampiero,,0,28880.8404777,21064615597,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028019,PD,Provincia
3354,2,5,028,0,28,28020,28020,Campo San Martino,,0,19686.1093681,13094702.8713,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028020,PD,Provincia
3355,2,5,028,0,28,28021,28021,Candiana,,0,23312.555755,21874144.1777,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028021,PD,Provincia
3356,2,5,028,0,28,28023,28023,Carmignano di Brenta,,0,16116.9532423,14617317.59,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028023,PD,Provincia
3357,2,5,028,0,28,28026,28026,Cartura,,0,21534.7133544,15837101.6683,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028026,PD,Provincia
3358,2,5,028,0,28,28027,28027,Casale di Scodosia,,0,20177.3867654,21260432.8727,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028027,PD,Provincia
3359,2,5,028,0,28,28028,28028,Casalserugo,,0,17739.1955268,15338947.5979,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028028,PD,Provincia
3360,2,5,028,0,28,28029,28029,Castelbaldo,,0,17073.4728859,15272829.3865,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028029,PD,Provincia
3361,2,5,028,0,28,28030,28030,Cervarese Santa Croce,,0,19906.4709967,18019915.1284,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028030,PD,Provincia
3362,2,5,028,0,28,28031,28031,Cinto Euganeo,,0,19047.8843595,19654580.8212,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028031,PD,Provincia
3363,2,5,028,0,28,28032,28032,Cittadella,,0,35422.2985283,36354317.7768,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028032,PD,Provincia
3364,2,5,028,0,28,28033,28033,Codevigo,,0,41230.7025882,70356895.7779,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028033,PD,Provincia
3365,2,5,028,0,28,28034,28034,Conselve,,0,23138.3544498,24362881.9068,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028034,PD,Provincia
3366,2,5,028,0,28,28035,28035,Correzzola,,0,38764.5760484,42309188.3713,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028035,PD,Provincia
3367,2,5,028,0,28,28036,28036,Curtarolo,,0,22026.1074525,14886363.2406,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028036,PD,Provincia
3368,2,5,028,0,28,28037,28037,Este,,0,30792.105278,32495649.5914,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028037,PD,Provincia
3369,2,5,028,0,28,28038,28038,Fontaniva,,0,20883.5258464,20779508731,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028038,PD,Provincia
3370,2,5,028,0,28,28039,28039,Galliera Veneta,,0,12225.1559181,8986589.98012,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028039,PD,Provincia
3371,2,5,028,0,28,28040,28040,Galzignano Terme,,0,19404.70009,18208485.6104,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028040,PD,Provincia
3372,2,5,028,0,28,28041,28041,Gazzo,,0,23722.3471123,22918574.1293,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028041,PD,Provincia
3373,2,5,028,0,28,28042,28042,Grantorto,,0,16012.8882286,14522743.8649,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028042,PD,Provincia
3374,2,5,028,0,28,28043,28043,Granze,,0,15213.046798,11754054.6065,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028043,PD,Provincia
3375,2,5,028,0,28,28044,28044,Legnaro,,0,18299.0879181,15177361.1583,-,Padova,Veneto,Nord-est,Padova,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/028044,PD,Provincia
